"","policy_number","claim_ultimate","claim_number"
"3425","C1AE00475721",12910.3724013004,"CR0068961691"
"3426","C1AE00834788",98123.0566419636,"CR0048410410"
"3427","C1AE00943153",63598.5248902751,"CR0003157580"
"3428","C1AE00943153",96739.2964900285,"CR0043339645"
"3429","C1AE00943153",149101.601291082,"CR0068642739"
"3430","C1AE00972064",156884.462178299,"CR0002073369"
"3431","C1AE00646728",150597.616781501,"CR0062097900"
"3432","C1AE00364166",31695.9149860063,"CR0022968535"
"3433","C1AE00773992",22170.7338303779,"CR0071820686"
"3434","C1AE00110724",22624.5560983524,"CR0075817430"
"3435","C1AE00451541",44897.0468331142,"CR0079883198"
"3436","C1AE00848729",122584.262031613,"CR0066451565"
"3437","C1AE00400376",4809.19080644547,"CR0067430917"
"3438","C1AE00062740",88060.9594605638,"CR0048503363"
"3439","C1AE00149419",170192.87466644,"CR0084616186"
"3440","C1AE00209071",44371.2364299292,"CR0076229235"
"3441","C1AE00916559",3927.75634339195,"CR0034843197"
"3442","C1AE00966721",63047.6097224781,"CR0023061874"
"3443","C1AE00577501",30266.0289269307,"CR0050858553"
"3444","C1AE00780128",91059.519147564,"CR0037204509"
"3445","C1AE00313754",57208.3768285198,"CR0088558339"
"3446","C1AE00459261",108964.567013518,"CR0000861378"
"3447","C1AE00990483",89382.9702505852,"CR0075438753"
"3448","C1AE00990483",67143.0844892339,"CR0061866549"
"3449","C1AE00214118",53255.3952841847,"CR0086537587"
"3450","C1AE00690727",28256.2810357682,"CR0005606590"
"3451","C1AE00994532",37027.7117174293,"CR0045326692"
"3452","C1AE00994532",122291.849715892,"CR0057246593"
"3453","C1AE00611321",26492.7440357536,"CR0067910923"
"3454","C1AE00272912",11013.2584572618,"CR0028754585"
"3455","C1AE00272912",87949.9386179154,"CR0041543281"
"3456","C1AE00272912",89933.1016467356,"CR0093499843"
"3457","C1AE00272912",32607.8609772708,"CR0095548926"
"3458","C1AE00272912",28749.054701763,"CR0008044339"
"3459","C1AE00710295",19579.1229718348,"CR0081193769"
"3460","C1AE00300345",17349.3736598687,"CR0023584369"
"3461","C1AE00300345",67662.3166667967,"CR0043645211"
"3462","C1AE00644821",27720.166555855,"CR0052808082"
"3463","C1AE00644821",169324.135927318,"CR0061393768"
"3464","C1AE00175501",88296.8049329413,"CR0051042636"
"3465","C1AE00990626",137097.773562947,"CR0072261693"
"3466","C1AE00990626",64673.1345202225,"CR0090330198"
"3467","C1AE00744673",47478.9571672848,"CR0072233139"
"3468","C1AE00495607",36665.7690736277,"CR0041490146"
"3469","C1AE00049601",75515.4863580611,"CR0091856594"
"3470","C1AE00742645",55842.0928136287,"CR0004313152"
"3471","C1AE00742645",77793.8986935456,"CR0057347912"
"3472","C1AE00742645",139277.162231064,"CR0020623913"
"3473","C1AE00318573",107335.337367606,"CR0025310907"
"3474","C1AE00293850",7452.6147379772,"CR0066635323"
"3475","C1AE00706390",18486.0395543919,"CR0057792479"
"3476","C1AE00706390",57892.3592367623,"CR0068909738"
"3477","C1AE00841084",315365.595459178,"CR0088661756"
"3478","C1AE00211614",67508.902110978,"CR0016324359"
"3479","C1AE00211614",363237.020340326,"CR0053071286"
"3480","C1AE00900555",83213.2184396653,"CR0080854173"
"3481","C1AE00487156",210860.440683288,"CR0095569860"
"3482","C1AE00487156",79641.4680736327,"CR0097804102"
"3483","C1AE00246720",132033.710532868,"CR0003805253"
"3484","C1AE00246720",571423.937789972,"CR0021948525"
"3485","C1AE00246720",217814.716647948,"CR0096285872"
"3486","C1AE00246720",31345.60871164,"CR0072336538"
"3487","C1AE00246720",154823.745865848,"CR0060314645"
"3488","C1AE00088118",22754.7134029076,"CR0028558781"
"3489","C1AE00919738",9264.62376844548,"CR0054902006"
"3490","C1AE00919738",68444.4334607518,"CR0049049884"
"3491","C1AE00919738",98720.2908986567,"CR0072165332"
"3492","C1AE00919738",106835.282966131,"CR0006815904"
"3493","C1AE00919738",34520.0484992183,"CR0005629980"
"3494","C1AE00919738",107855.934368493,"CR0025457283"
"3495","C1AE00137112",74978.0559408854,"CR0092494344"
"3496","C1AE00293668",112197.460852204,"CR0065140802"
"3497","C1AE00293668",56906.4417579392,"CR0078662559"
"3498","C1AE00735856",119169.880689616,"CR0008643864"
"3499","C1AE00641327",30762.9312126488,"CR0084432158"
"3500","C1AE00641327",222715.566099855,"CR0050703465"
"3501","C1AE00641327",102919.267267522,"CR0085806243"
"3502","C1AE00641327",173536.29455176,"CR0072996338"
"3503","C1AE00641327",23199.3795505817,"CR0046370639"
"3504","C1AE00458306",33454.6790292055,"CR0042756284"
"3505","C1AE00869251",35180.9948717385,"CR0000906980"
"3506","C1AE00869251",48728.0812880112,"CR0005581109"
"3507","C1AE00465678",150022.515544102,"CR0050770509"
"3508","C1AE00465678",92786.4227237312,"CR0035798540"
"3509","C1AE00558180",178016.782406402,"CR0054761389"
"3510","C1AE00558180",44653.4508576498,"CR0009411624"
"3511","C1AE00558180",68264.299670132,"CR0024777748"
"3512","C1AE00558180",22445.3562799308,"CR0095178400"
"3513","C1AE00660405",24871.4938623318,"CR0088481592"
"3514","C1AE00772728",16167.9158867816,"CR0084997884"
"3515","C1AE00038931",35805.1010277363,"CR0000414228"
"3516","C1AE00336338",14273.4353984139,"CR0075570678"
"3517","C1AE00336338",26741.6133092804,"CR0068796841"
"3518","C1AE00336338",23033.8168787116,"CR0066502437"
"3519","C1AE00336338",95743.7199486207,"CR0088005466"
"3520","C1AE00336338",136233.107280283,"CR0016311008"
"3521","C1AE00336338",72929.2569526384,"CR0095426314"
"3522","C1AE00336338",192166.781569143,"CR0066305635"
"3523","C1AE00828962",98456.406314579,"CR0093390673"
"3524","C1AE00317460",73065.7373610969,"CR0066487550"
"3525","C1AE00402053",33766.5629815446,"CR0090257756"
"3526","C1AE00583000",234127.184771996,"CR0030255956"
"3527","C1AE00802699",8661.21819707147,"CR0050070072"
"3528","C1AE00802699",49622.227060551,"CR0043060561"
"3529","C1AE00802699",27323.7772227483,"CR0041848725"
"3530","C1AE00614113",303166.026069193,"CR0011077684"
"3531","C1AE00278891",64905.799465491,"CR0024553391"
"3532","C1AE00278891",81428.0624678679,"CR0023551738"
"3533","C1AE00278891",17972.5724,"CR0045025262"
"3534","C1AE00316351",198454.788784953,"CR0037237857"
"3535","C1AE00316351",42617.8236732203,"CR0068928816"
"3536","C1AE00651941",60744.7230839728,"CR0063185075"
"3537","C1AE00651941",315576.473385669,"CR0047934019"
"3538","C1AE00543903",47073.2202780471,"CR0011736344"
"3539","C1AE00360748",105884.140251854,"CR0029854926"
"3540","C1AE00360748",15609.7451046972,"CR0050829204"
"3541","C1AE00670092",111477.458987475,"CR0072057318"
"3542","C1AE00291621",123859.264789443,"CR0085201489"
"3543","C1AE00291621",54408.1341336521,"CR0060276472"
"3544","C1AE00291621",68585.5357140708,"CR0045562305"
"3545","C1AE00626141",16110.1452485984,"CR0098166648"
"3546","C1AE00626141",63378.5178601122,"CR0052015353"
"3547","C1AE00546946",97041.0527016535,"CR0018014818"
"3548","C1AE00497266",41079.5830415213,"CR0063833302"
"3549","C1AE00225837",82124.257156806,"CR0092680266"
"3550","C1AE00072488",41215.2104471646,"CR0042149905"
"3551","C1AE00072488",22162.2025867184,"CR0001535603"
"3552","C1AE00072488",362448.877024813,"CR0006524925"
"3553","C1AE00334556",477414.271581955,"CR0042423490"
"3554","C1AE00048580",40337.52351263,"CR0045421996"
"3555","C1AE00736626",131590.299532678,"CR0089092566"
"3556","C1AE00503576",83591.3907281082,"CR0063198828"
"3557","C1AE00503576",32712.566362968,"CR0033154538"
"3558","C1AE00701474",27953.2208146725,"CR0018766837"
"3559","C1AE00671736",39798.8779460993,"CR0067212387"
"3560","C1AE00393435",54178.5677837905,"CR0070804758"
"3561","C1AE00718194",83632.2697698708,"CR0056331576"
"3562","C1AE00718194",63713.4323089194,"CR0077509764"
"3563","C1AE00002196",51467.4317982673,"CR0004437384"
"3564","C1AE00002196",16244.5852498169,"CR0099354474"
"3565","C1AE00002196",68834.0823771743,"CR0082097017"
"3566","C1AE00002196",96172.7663410568,"CR0025833815"
"3567","C1AE00002196",17684.5171486144,"CR0006609160"
"3568","C1AE00448306",43320.2598345061,"CR0063987887"
"3569","C1AE00739036",75798.0052066063,"CR0040146888"
"3570","C1AE00739036",24589.226744939,"CR0065052338"
"3571","C1AE00739036",17792.0296246183,"CR0067926599"
"3572","C1AE00739036",27773.8777508815,"CR0095718988"
"3573","C1AE00739036",423050.215751667,"CR0035531245"
"3574","C1AE00024508",213907.413565418,"CR0076601797"
"3575","C1AE00024508",201140.298741819,"CR0080813155"
"3576","C1AE00024508",56245.8404715505,"CR0084084599"
"3577","C1AE00024508",77303.2067586179,"CR0056198051"
"3578","C1AE00024508",61214.0540001519,"CR0004113049"
"3579","C1AE00024508",70650.5319141543,"CR0059166295"
"3580","C1AE00024508",93050.565392421,"CR0060273163"
"3581","C1AE00024508",34058.9838161886,"CR0035547047"
"3582","C1AE00508533",35466.3747151265,"CR0081638347"
"3583","C1AE00508533",51617.1024005049,"CR0039487296"
"3584","C1AE00508533",71407.2659729307,"CR0092466874"
"3585","C1AE00412682",86478.3366599849,"CR0085662517"
"3586","C1AE00840914",265756.530535959,"CR0071591915"
"3587","C1AE00975446",140578.791601971,"CR0057020349"
"3588","C1AE00975446",27858.5329227114,"CR0074759349"
"3589","C1AE00082506",67227.0100778676,"CR0099930427"
"3590","C1AE00912896",235402.318891667,"CR0056726500"
"3591","C1AE00241560",76444.7468356906,"CR0096759050"
"3592","C1AE00887959",340373.941691935,"CR0045191679"
"3593","C1AE00065170",59748.8172220154,"CR0013432009"
"3594","C1AE00065170",58539.4899388987,"CR0022225371"
"3595","C1AE00065170",113056.517678498,"CR0091369659"
"3596","C1AE00533948",109576.695289934,"CR0056012431"
"3597","C1AE00045435",54577.3997803918,"CR0058693407"
"3598","C1AE00164338",49629.862492256,"CR0078894786"
"3599","C1AE00858770",40773.5507258469,"CR0002492264"
"3600","C1AE00783118",106203.255411541,"CR0030288387"
"3601","C1AE00783118",46853.3165867381,"CR0098452804"
"3602","C1AE00238189",86595.802464163,"CR0078769305"
"3603","C1AE00871149",12113.637415299,"CR0099839209"
"3604","C1AE00792757",91012.1480419305,"CR0093291337"
"3605","C1AE00792757",174169.194604095,"CR0032831182"
"3606","C1AE00792757",64864.3774533156,"CR0071096941"
"3607","C1AE00792757",35956.2773384164,"CR0072679894"
"3608","C1AE00792757",110477.325455555,"CR0097071383"
"3609","C1AE00762868",67150.3557329497,"CR0029038504"
"3610","C1AE00924651",78527.4211979722,"CR0089515779"
"3611","C1AE00590253",56925.4413723704,"CR0027598584"
"3612","C1AE00381772",62717.6221320736,"CR0061112781"
"3613","C1AE00994797",276207.408836264,"CR0049179457"
"3614","C1AE00953933",621469.369589805,"CR0038552166"
"3615","C1AE00953933",67150.8080887946,"CR0033061717"
"3616","C1AE00187513",111506.698553742,"CR0022700017"
"3617","C1AE00187513",73381.284037023,"CR0044722526"
"3618","C1AE00096440",65835.9481345972,"CR0056755322"
"3619","C1AE00825928",9562.76535154434,"CR0058561148"
"3620","C1AE00705426",79234.0065360023,"CR0032358001"
"3621","C1AE00192985",48850.9131151545,"CR0040013528"
"3622","C1AE00192985",39171.5172316099,"CR0052364150"
"3623","C1AE00192985",97229.2284173984,"CR0047519410"
"3624","C1AE00192985",70077.3985653126,"CR0056505900"
"3625","C1AE00192985",135055.668563958,"CR0086848378"
"3626","C1AE00192985",33689.9468204293,"CR0097855669"
"3627","C1AE00192985",36897.6639257196,"CR0060489406"
"3628","C1AE00791767",49755.8831729876,"CR0056498521"
"3629","C1AE00275583",28085.4274424092,"CR0037479566"
"3630","C1AE00979123",7610.45690044498,"CR0079730186"
"3631","C1AE00180685",22478.5181891361,"CR0061084401"
"3632","C1AE00949430",146880.51269411,"CR0039625433"
"3633","C1AE00949430",78787.6534921574,"CR0030691951"
"3634","C1AE00949430",53492.6446030391,"CR0022407909"
"3635","C1AE00949430",64899.85544447,"CR0003080030"
"3636","C1AE00645043",102564.835367849,"CR0039515251"
"3637","C1AE00645043",53268.1612375092,"CR0089853243"
"3638","C1AE00239565",122926.786117238,"CR0089266411"
"3639","C1AE00239565",70120.0070024861,"CR0007886726"
"3640","C1AE00944319",15978.4419146238,"CR0090159151"
"3641","C1AE00944319",38573.3860152245,"CR0058118235"
"3642","C1AE00911133",20127.3490150609,"CR0091284080"
"3643","C1AE00669650",23182.9935683139,"CR0035902433"
"3644","C1AE00714509",67898.0240838111,"CR0076538074"
"3645","C1AE00273150",401931.874686007,"CR0046893651"
"3646","C1AE00273150",32480.7292783004,"CR0014530954"
"3647","C1AE00600426",28480.4186662148,"CR0085940925"
"3648","C1AE00600426",108813.272205844,"CR0008589009"
"3649","C1AE00600426",14890.8292595638,"CR0016052224"
"3650","C1AE00600426",5546.3115505522,"CR0013220939"
"3651","C1AE00600426",40477.2885840211,"CR0014094306"
"3652","C1AE00728973",44260.7422149667,"CR0098181850"
"3653","C1AE00728973",146846.748778654,"CR0023875562"
"3654","C1AE00728973",191805.889237262,"CR0068841215"
"3655","C1AE00728973",34564.0870871253,"CR0052483558"
"3656","C1AE00728973",439491.074255774,"CR0014264195"
"3657","C1AE00822495",38614.7576192286,"CR0024622781"
"3658","C1AE00929559",236447.120869318,"CR0051048118"
"3659","C1AE00929559",425295.048858704,"CR0081803686"
"3660","C1AE00456699",411246.662743223,"CR0027567435"
"3661","C1AE00456699",61798.4549997637,"CR0047915749"
"3662","C1AE00001848",10183.5484587667,"CR0008549660"
"3663","C1AE00271291",6178.40581699927,"CR0060065762"
"3664","C1AE00399446",25077.9970367805,"CR0069668443"
"3665","C1AE00187949",578262.794644298,"CR0025112591"
"3666","C1AE00930535",29792.1571235887,"CR0041992467"
"3667","C1AE00725074",63669.4006649949,"CR0043872201"
"3668","C1AE00725074",225989.349032393,"CR0033599108"
"3669","C1AE00032665",18464.6262816112,"CR0021832703"
"3670","C1AE00032665",173118.627809582,"CR0022451655"
"3671","C1AE00032665",224502.874024799,"CR0077968963"
"3672","C1AE00032665",68614.9105371837,"CR0056375391"
"3673","C1AE00032665",60168.4772698534,"CR0082246779"
"3674","C1AE00032665",19062.0784698031,"CR0097021880"
"3675","C1AE00723959",197705.876824185,"CR0034405172"
"3676","C1AE00246665",25095.1903456049,"CR0068768602"
"3677","C1AE00939951",120887.796894422,"CR0068533540"
"3678","C1AE00939951",35930.5060280801,"CR0072021722"
"3679","C1AE00324043",660491.94103229,"CR0028888635"
"3680","C1AE00028823",127616.66747926,"CR0086645290"
"3681","C1AE00458118",132506.309556287,"CR0010077906"
"3682","C1AE00002054",20384.8635294241,"CR0026004266"
"3683","C1AE00002054",65299.7214482713,"CR0062746381"
"3684","C1AE00002054",78878.4983792268,"CR0030178293"
"3685","C1AE00161873",87435.3563508431,"CR0049258362"
"3686","C1AE00805751",84471.6144146147,"CR0023453238"
"3687","C1AE00257909",93853.0813701208,"CR0090195637"
"3688","C1AE00632918",44463.8055078291,"CR0075231602"
"3689","C1AE00490261",50175.4599859759,"CR0051421948"
"3690","C1AE00284997",123533.928783311,"CR0082119232"
"3691","C1AE00231569",241413.59135703,"CR0029860489"
"3692","C1AE00711959",101926.567724609,"CR0004166082"
"3693","C1AE00816792",14019.217809159,"CR0079013500"
"3694","C1AE00112421",30732.7278810598,"CR0049057914"
"3695","C1AE00574449",46365.1156713485,"CR0036951913"
"3696","C1AE00822531",34944.1851191545,"CR0045722674"
"3697","C1AE00649608",431725.137547546,"CR0026337273"
"3698","C1AE00649608",114366.982659012,"CR0008305592"
"3699","C1AE00320214",700912.454877561,"CR0018625208"
"3700","C1AE00320214",149469.6010903,"CR0074752464"
"3701","C1AE00354619",70521.9172921172,"CR0027903708"
"3702","C1AE00061692",204066.97291551,"CR0068107764"
"3703","C1AE00880185",288854.886459353,"CR0073171294"
"3704","C1AE00880185",11677.3301491903,"CR0091969103"
"3705","C1AE00682238",266536.312592401,"CR0053744211"
"3706","C1AE00006679",25121.4112247661,"CR0062159444"
"3707","C1AE00006679",106400.257741343,"CR0093684672"
"3708","C1AE00952128",48325.925887206,"CR0099796670"
"3709","C1AE00557283",13291.908728198,"CR0086614298"
"3710","C1AE00276801",131404.022574988,"CR0089056049"
"3711","C1AE00193532",153825.631703765,"CR0057755589"
"3712","C1AE00428118",73486.1932807874,"CR0073421106"
"3713","C1AE00145334",243477.92413744,"CR0002230110"
"3714","C1AE00145334",109830.016666145,"CR0033935323"
"3715","C1AE00043713",27095.0770912614,"CR0080702887"
"3716","C1AE00257013",34969.48445939,"CR0036642303"
"3717","C1AE00024395",50510.3294513429,"CR0018007796"
"3718","C1AE00784422",557629.035843127,"CR0033947195"
"3719","C1AE00635043",166842.49076472,"CR0094893481"
"3720","C1AE00538703",142915.021293482,"CR0060253019"
"3721","C1AE00897519",8735.39153738908,"CR0052120743"
"3722","C1AE00649899",106280.765752609,"CR0071055219"
"3723","C1AE00724215",16323.5475394277,"CR0095273058"
"3724","C1AE00724215",87970.0866194653,"CR0070537458"
"3725","C1AE00724215",57738.8704205045,"CR0063596491"
"3726","C1AE00724215",55355.0528825555,"CR0030927130"
"3727","C1AE00724215",59345.9896498073,"CR0073129425"
"3728","C1AE00404628",17021.4647986821,"CR0003388399"
"3729","C1AE00404628",49056.8470522805,"CR0091495316"
"3730","C1AE00273137",50989.4639030877,"CR0077216308"
"3731","C1AE00830040",89741.0503129716,"CR0074745206"
"3732","C1AE00042468",26900.0651153666,"CR0081954709"
"3733","C1AE00264012",42607.8872530019,"CR0008944709"
"3734","C1AE00770941",30258.8807985931,"CR0040558887"
"3735","C1AE00680987",103388.618722218,"CR0001154550"
"3736","C1AE00680987",144775.355730693,"CR0057409621"
"3737","C1AE00680987",34482.5739678339,"CR0070935477"
"3738","C1AE00961550",555226.386184638,"CR0043535836"
"3739","C1AE00961550",37510.2303563448,"CR0031666730"
"3740","C1AE00961550",81437.0649661752,"CR0013046399"
"3741","C1AE00928741",61964.1147192117,"CR0098801957"
"3742","C1AE00067806",21729.5361435181,"CR0082563015"
"3743","C1AE00926079",235486.213883881,"CR0095069380"
"3744","C1AE00425501",10232.1055090779,"CR0083426710"
"3745","C1AE00652570",37586.6897530928,"CR0065758821"
"3746","C1AE00537072",323946.563194458,"CR0067406874"
"3747","C1AE00537072",46025.6336430184,"CR0020379167"
"3748","C1AE00537072",11174.8360583551,"CR0054213941"
"3749","C1AE00643267",88047.73960513,"CR0094937170"
"3750","C1AE00643267",156458.422667462,"CR0021093597"
"3751","C1AE00985670",14665.0872218267,"CR0032811013"
"3752","C1AE00494091",82120.5896320124,"CR0063392413"
"3753","C1AE00351284",48774.4717828548,"CR0017286902"
"3754","C1AE00192724",45145.7999522256,"CR0049126291"
"3755","C1AE00717098",50056.5005896228,"CR0090380950"
"3756","C1AE00717098",98922.6345498422,"CR0014526954"
"3757","C1AE00717098",20258.262880553,"CR0011882431"
