"","policy_number","inception","expiration"
"9032","C1AE00210258","201005","201105"
"9033","C1AE00390542","201003","201103"
"9034","C1AE00342938","201405","201505"
"9035","C1AE00386573","201012","201112"
"9036","C1AE00691688","200903","201003"
"9037","C1AE00866950","200812","200912"
"9038","C1AE00663500","201310","201410"
"9039","C1AE00572581","201011","201111"
"9040","C1AE00594927","201611","201711"
"9041","C1AE00900859","201409","201509"
"9042","C1AE00818679","201205","201305"
"9043","C1AE00619553","201502","201602"
"9044","C1AE00974184","201312","201412"
"9045","C1AE00228102","201601","201701"
"9046","C1AE00411185","201411","201511"
"9047","C1AE00457742","201506","201606"
"9048","C1AE00494593","200805","200905"
"9049","C1AE00763169","201107","201207"
"9050","C1AE00703432","201103","201203"
"9051","C1AE00512352","201207","201307"
"9052","C1AE00686860","201410","201510"
"9053","C1AE00926031","201012","201112"
"9054","C1AE00447453","201406","201506"
"9055","C1AE00599605","201603","201703"
"9056","C1AE00431844","201304","201404"
"9057","C1AE00269798","201202","201302"
"9058","C1AE00387334","201312","201412"
"9059","C1AE00061350","201206","201306"
"9060","C1AE00503231","201208","201308"
"9061","C1AE00304657","201310","201410"
"9062","C1AE00184140","201310","201410"
"9063","C1AE00079835","201507","201607"
"9064","C1AE00051964","201103","201203"
"9065","C1AE00160902","201606","201706"
"9066","C1AE00429448","201005","201105"
"9067","C1AE00586715","201109","201209"
"9068","C1AE00903983","201402","201502"
"9069","C1AE00463761","200908","201008"
"9070","C1AE00206287","201202","201302"
"9071","C1AE00607223","201506","201606"
"9072","C1AE00951497","201004","201104"
"9073","C1AE00542749","201212","201312"
"9074","C1AE00558848","201011","201111"
"9075","C1AE00749846","200904","201004"
"9076","C1AE00409435","201609","201709"
"9077","C1AE00134449","201208","201308"
"9078","C1AE00334942","200710","200810"
"9079","C1AE00076083","200802","200902"
"9080","C1AE00453300","201002","201102"
"9081","C1AE00285458","201502","201602"
"9082","C1AE00871696","201105","201205"
"9083","C1AE00225925","201010","201110"
"9084","C1AE00663202","201609","201709"
"9085","C1AE00064483","201110","201210"
"9086","C1AE00875461","200902","201002"
"9087","C1AE00221784","200911","201011"
"9088","C1AE00541109","201508","201608"
"9089","C1AE00908646","201505","201605"
"9090","C1AE00152959","201302","201402"
"9091","C1AE00339009","201109","201209"
"9092","C1AE00366491","201102","201202"
"9093","C1AE00864820","201009","201109"
"9094","C1AE00890580","201011","201111"
"9095","C1AE00241860","201204","201304"
"9096","C1AE00921930","201604","201704"
"9097","C1AE00505907","201006","201106"
"9098","C1AE00380791","201401","201501"
"9099","C1AE00192487","201501","201601"
"9100","C1AE00611830","201101","201201"
"9101","C1AE00359910","201306","201406"
"9102","C1AE00805528","201106","201206"
"9103","C1AE00495599","200912","201012"
"9104","C1AE00539029","201511","201611"
"9105","C1AE00390785","201110","201210"
"9106","C1AE00617393","201112","201212"
"9107","C1AE00073363","201503","201603"
"9108","C1AE00415078","201607","201707"
"9109","C1AE00059363","201411","201511"
"9110","C1AE00279833","201002","201102"
"9111","C1AE00274733","201201","201301"
"9112","C1AE00144073","201412","201512"
"9113","C1AE00891634","201306","201406"
"9114","C1AE00280813","200909","201009"
"9115","C1AE00218215","201211","201311"
"9116","C1AE00500939","201310","201410"
"9117","C1AE00825311","201104","201204"
"9118","C1AE00964334","201408","201508"
"9119","C1AE00570462","201409","201509"
"9120","C1AE00266210","201307","201407"
"9121","C1AE00344252","201209","201309"
"9122","C1AE00692608","201207","201307"
"9123","C1AE00843809","201106","201206"
"9124","C1AE00632063","201101","201201"
"9125","C1AE00928976","200906","201006"
"9126","C1AE00407645","200806","200906"
"9127","C1AE00455879","201101","201201"
"9128","C1AE00832186","201201","201301"
"9129","C1AE00558399","201003","201103"
"9130","C1AE00508169","201509","201609"
"9131","C1AE00849547","200906","201006"
"9132","C1AE00225240","200805","200905"
"9133","C1AE00135485","200907","201007"
"9134","C1AE00832151","201209","201309"
"9135","C1AE00259028","201611","201711"
"9136","C1AE00248044","201305","201405"
"9137","C1AE00883603","201303","201403"
"9138","C1AE00363757","201103","201203"
"9139","C1AE00282642","201609","201709"
"9140","C1AE00018900","201406","201506"
"9141","C1AE00504167","201503","201603"
"9142","C1AE00654145","201605","201705"
"9143","C1AE00561907","201102","201202"
"9144","C1AE00876978","201401","201501"
"9145","C1AE00604258","201502","201602"
"9146","C1AE00240974","201210","201310"
"9147","C1AE00692731","201403","201503"
"9148","C1AE00509182","201107","201207"
"9149","C1AE00862791","201203","201303"
"9150","C1AE00182024","201607","201707"
"9151","C1AE00217786","201107","201207"
"9152","C1AE00746892","201611","201711"
"9153","C1AE00790718","201610","201710"
"9154","C1AE00561902","200909","201009"
"9155","C1AE00643525","201306","201406"
"9156","C1AE00556589","200909","201009"
"9157","C1AE00195765","201607","201707"
"9158","C1AE00585262","201104","201204"
"9159","C1AE00426554","201401","201501"
"9160","C1AE00429822","201204","201304"
"9161","C1AE00245495","201109","201209"
"9162","C1AE00184769","201501","201601"
"9163","C1AE00753026","201304","201404"
"9164","C1AE00242269","201610","201710"
"9165","C1AE00364385","200909","201009"
"9166","C1AE00438704","201012","201112"
"9167","C1AE00710224","200812","200912"
"9168","C1AE00432417","200804","200904"
"9169","C1AE00385555","201107","201207"
"9170","C1AE00357684","201302","201402"
"9171","C1AE00113445","201201","201301"
"9172","C1AE00520320","201106","201206"
"9173","C1AE00453450","201107","201207"
"9174","C1AE00216695","201104","201204"
"9175","C1AE00709186","201610","201710"
"9176","C1AE00146474","201001","201101"
"9177","C1AE00922550","201202","201302"
"9178","C1AE00717657","201102","201202"
"9179","C1AE00457744","201401","201501"
"9180","C1AE00117520","201405","201505"
"9181","C1AE00892347","200912","201012"
"9182","C1AE00533638","200911","201011"
"9183","C1AE00220906","201509","201609"
"9184","C1AE00347821","201208","201308"
"9185","C1AE00960420","200902","201002"
"9186","C1AE00748854","201201","201301"
"9187","C1AE00327583","201608","201708"
"9188","C1AE00733983","201211","201311"
"9189","C1AE00265272","201002","201102"
"9190","C1AE00390760","201506","201606"
"9191","C1AE00899992","201009","201109"
"9192","C1AE00022328","201610","201710"
"9193","C1AE00915164","201111","201211"
"9194","C1AE00606487","201307","201407"
"9195","C1AE00995049","201202","201302"
"9196","C1AE00259755","201311","201411"
"9197","C1AE00715657","201502","201602"
"9198","C1AE00110745","201009","201109"
"9199","C1AE00843782","201311","201411"
"9200","C1AE00281347","201304","201404"
"9201","C1AE00540041","201608","201708"
"9202","C1AE00554619","201412","201512"
"9203","C1AE00966228","201301","201401"
"9204","C1AE00763206","201108","201208"
"9205","C1AE00944383","201102","201202"
"9206","C1AE00497816","201609","201709"
"9207","C1AE00570307","201610","201710"
"9208","C1AE00408895","201603","201703"
"9209","C1AE00083257","201210","201310"
"9210","C1AE00218307","201111","201211"
"9211","C1AE00105398","201211","201311"
"9212","C1AE00295519","201612","201712"
"9213","C1AE00443873","201006","201106"
"9214","C1AE00015903","201408","201508"
"9215","C1AE00690487","201202","201302"
"9216","C1AE00574409","200908","201008"
"9217","C1AE00534765","201411","201511"
"9218","C1AE00860222","201106","201206"
"9219","C1AE00654327","200904","201004"
"9220","C1AE00204029","201301","201401"
"9221","C1AE00807538","201201","201301"
"9222","C1AE00421819","201204","201304"
"9223","C1AE00818218","200912","201012"
"9224","C1AE00087875","200806","200906"
"9225","C1AE00963757","201212","201312"
"9226","C1AE00522064","201503","201603"
"9227","C1AE00897661","201306","201406"
"9228","C1AE00499673","200810","200910"
"9229","C1AE00992417","201506","201606"
"9230","C1AE00658762","201612","201712"
"9231","C1AE00901721","201206","201306"
"9232","C1AE00690503","201007","201107"
"9233","C1AE00614769","201112","201212"
"9234","C1AE00272879","201305","201405"
"9235","C1AE00464303","201102","201202"
"9236","C1AE00884528","201407","201507"
"9237","C1AE00750884","200901","201001"
"9238","C1AE00110563","201112","201212"
"9239","C1AE00495545","201411","201511"
"9240","C1AE00119182","201403","201503"
"9241","C1AE00412693","201008","201108"
"9242","C1AE00047928","201210","201310"
"9243","C1AE00797626","201305","201405"
"9244","C1AE00535592","201105","201205"
"9245","C1AE00755551","201510","201610"
"9246","C1AE00282683","201609","201709"
"9247","C1AE00001669","201409","201509"
"9248","C1AE00208930","201303","201403"
"9249","C1AE00855232","201205","201305"
"9250","C1AE00233854","201606","201706"
"9251","C1AE00412210","201511","201611"
"9252","C1AE00008355","201212","201312"
"9253","C1AE00535566","201603","201703"
"9254","C1AE00989389","200806","200906"
"9255","C1AE00751318","201007","201107"
"9256","C1AE00042997","200806","200906"
"9257","C1AE00874876","201208","201308"
"9258","C1AE00962804","200904","201004"
"9259","C1AE00481104","200710","200810"
"9260","C1AE00169321","201501","201601"
"9261","C1AE00608585","201201","201301"
"9262","C1AE00875292","201609","201709"
"9263","C1AE00014267","201304","201404"
"9264","C1AE00732932","201312","201412"
"9265","C1AE00635900","201103","201203"
"9266","C1AE00294945","201610","201710"
"9267","C1AE00945377","201602","201702"
"9268","C1AE00513471","201206","201306"
"9269","C1AE00109030","201607","201707"
"9270","C1AE00463692","200812","200912"
"9271","C1AE00992253","200708","200808"
"9272","C1AE00555281","201510","201610"
"9273","C1AE00429479","201202","201302"
"9274","C1AE00730866","201412","201512"
"9275","C1AE00872479","200902","201002"
"9276","C1AE00349558","201302","201402"
"9277","C1AE00690220","201404","201504"
"9278","C1AE00768244","201608","201708"
"9279","C1AE00086300","201110","201210"
"9280","C1AE00205041","200701","200801"
"9281","C1AE00799155","201611","201711"
"9282","C1AE00528118","201207","201307"
"9283","C1AE00694078","201410","201510"
"9284","C1AE00284540","201007","201107"
"9285","C1AE00231859","201103","201203"
"9286","C1AE00396618","201508","201608"
"9287","C1AE00843529","201507","201607"
"9288","C1AE00316470","201602","201702"
"9289","C1AE00787032","201205","201305"
"9290","C1AE00546124","201306","201406"
"9291","C1AE00093696","201011","201111"
"9292","C1AE00140838","201411","201511"
"9293","C1AE00921793","201105","201205"
"9294","C1AE00445642","201002","201102"
"9295","C1AE00442544","201603","201703"
"9296","C1AE00427203","201105","201205"
"9297","C1AE00311395","201602","201702"
"9298","C1AE00373454","201412","201512"
"9299","C1AE00619396","201407","201507"
"9300","C1AE00674642","201310","201410"
"9301","C1AE00203900","201604","201704"
"9302","C1AE00491027","201408","201508"
"9303","C1AE00571274","201309","201409"
"9304","C1AE00892453","200701","200801"
"9305","C1AE00323111","201507","201607"
"9306","C1AE00169461","201509","201609"
"9307","C1AE00133881","201102","201202"
"9308","C1AE00524809","200709","200809"
"9309","C1AE00662833","201204","201304"
"9310","C1AE00724043","201109","201209"
"9311","C1AE00264393","201303","201403"
"9312","C1AE00384520","201404","201504"
"9313","C1AE00526552","201207","201307"
"9314","C1AE00907011","200908","201008"
"9315","C1AE00433539","201612","201712"
"9316","C1AE00609333","201305","201405"
"9317","C1AE00323346","201501","201601"
"9318","C1AE00124528","200808","200908"
"9319","C1AE00224181","200804","200904"
"9320","C1AE00626573","201508","201608"
"9321","C1AE00159135","201405","201505"
"9322","C1AE00600190","201108","201208"
"9323","C1AE00110566","201504","201604"
"9324","C1AE00057771","201103","201203"
"9325","C1AE00598295","201101","201201"
"9326","C1AE00603654","201612","201712"
"9327","C1AE00283490","201011","201111"
"9328","C1AE00853420","201305","201405"
"9329","C1AE00155796","201204","201304"
"9330","C1AE00105548","201007","201107"
"9331","C1AE00016622","201210","201310"
"9332","C1AE00823421","201512","201612"
"9333","C1AE00159445","201502","201602"
"9334","C1AE00696441","201312","201412"
"9335","C1AE00801726","201404","201504"
"9336","C1AE00448059","201407","201507"
"9337","C1AE00428030","201005","201105"
"9338","C1AE00455438","201410","201510"
"9339","C1AE00942392","201004","201104"
"9340","C1AE00496313","201208","201308"
"9341","C1AE00185015","201508","201608"
"9342","C1AE00583077","201404","201504"
"9343","C1AE00843316","201001","201101"
"9344","C1AE00531541","201307","201407"
"9345","C1AE00674783","201105","201205"
"9346","C1AE00252994","201110","201210"
"9347","C1AE00337332","201402","201502"
"9348","C1AE00105946","201210","201310"
"9349","C1AE00736857","201007","201107"
"9350","C1AE00579072","201306","201406"
"9351","C1AE00140233","200810","200910"
"9352","C1AE00470278","201112","201212"
"9353","C1AE00328510","201111","201211"
"9354","C1AE00081349","201208","201308"
"9355","C1AE00866448","201201","201301"
"9356","C1AE00868455","201208","201308"
"9357","C1AE00684637","201205","201305"
"9358","C1AE00421648","200901","201001"
"9359","C1AE00230115","201609","201709"
"9360","C1AE00464716","201004","201104"
"9361","C1AE00853500","201601","201701"
"9362","C1AE00677314","201109","201209"
"9363","C1AE00196279","201210","201310"
"9364","C1AE00530610","201107","201207"
"9365","C1AE00555369","201611","201711"
"9366","C1AE00710522","201407","201507"
"9367","C1AE00293726","201001","201101"
"9368","C1AE00657028","201110","201210"
"9369","C1AE00077603","201401","201501"
"9370","C1AE00634620","201506","201606"
"9371","C1AE00246814","201106","201206"
"9372","C1AE00628967","201109","201209"
"9373","C1AE00901396","201304","201404"
"9374","C1AE00436391","201511","201611"
"9375","C1AE00706297","201102","201202"
"9376","C1AE00291238","200801","200901"
"9377","C1AE00561764","200912","201012"
"9378","C1AE00875066","201601","201701"
"9379","C1AE00453598","200704","200804"
"9380","C1AE00690847","201203","201303"
"9381","C1AE00434307","201412","201512"
"9382","C1AE00606076","201008","201108"
"9383","C1AE00351298","201508","201608"
"9384","C1AE00829739","200911","201011"
"9385","C1AE00941696","200811","200911"
"9386","C1AE00742993","201311","201411"
"9387","C1AE00644140","201502","201602"
"9388","C1AE00685513","200806","200906"
"9389","C1AE00628204","201308","201408"
"9390","C1AE00408751","201410","201510"
"9391","C1AE00154678","201204","201304"
"9392","C1AE00650048","201104","201204"
"9393","C1AE00589543","201209","201309"
